questionnaire_id,WS,type,category_ja,category_en,definition_ja1,definition_ja2,definition_ja3,definition_en,WG
S21,item_631,word,位置と場所についてのことば,locations,まわり,mawari,周り (まわり),around,NA
S22,item_632,word,位置と場所についてのことば,locations,まん中,mannaka,まん中 (まんなか),middle,NA
S23,item_633,word,位置と場所についてのことば,locations,右,migi,右 (みぎ),right,NA
S24,item_634,word,位置と場所についてのことば,locations,むこう（向こう）,mukou,向こう (むこう),over_there,NA
S25,item_635,word,位置と場所についてのことば,locations,よこ（横）,yoko,横 (よこ),beside,NA
S26,item_636,word,位置と場所についてのことば,locations,わき,waki,わき (位置と場所についてのことば),side,NA
T1,item_637,word,数量をあらわすことば,quantifiers,いち,ichi,一 (いち; 数量をあらわすことば),one,NA
T2,item_638,word,数量をあらわすことば,quantifiers,いちばん（一番）,ichiban,一番 (いちばん),first,NA
T3,item_639,word,数量をあらわすことば,quantifiers,いっかい（一回）,ikkai,一回 (いっかい),once,NA
T4,item_640,word,数量をあらわすことば,quantifiers,いっしょ（一緒）,issho,一緒 (いっしょ),together,NA
T5,item_641,word,数量をあらわすことば,quantifiers,いっぱい,ippai,いっぱい,full,NA
T6,item_642,word,数量をあらわすことば,quantifiers,同じ,onaji,同じ (おなじ),same,NA
T7,item_643,word,数量をあらわすことば,quantifiers,ぜんぶ（全部）,zenbu,全部 (ぜんぶ),all,NA
T8,item_644,word,数量をあらわすことば,quantifiers,たくさん,takusan,たくさん,lots,NA
T9,item_645,word,数量をあらわすことば,quantifiers,ちょっと,chotto,ちょっと,a_little,NA
T10,item_646,word,数量をあらわすことば,quantifiers,なし,nashi,無し (なし; 数量をあらわすことば),none,NA
T11,item_647,word,数量をあらわすことば,quantifiers,半分,hanbun,半分 (はんぶん),half,NA
T12,item_648,word,数量をあらわすことば,quantifiers,ひとつ,hitotsu,ひとつ,one,NA
T13,item_649,word,数量をあらわすことば,quantifiers,ほかの,hokano,ほかの,other,NA
T14,item_650,word,数量をあらわすことば,quantifiers,みんな,minna,みんな,everyone,NA
T15,item_651,word,数量をあらわすことば,quantifiers,もういっかい,mouikkai,もう一回 (もういっかい),again,NA
T16,item_652,word,数量をあらわすことば,quantifiers,もうひとつ・もひとつ,mouhitotsu_mohitotsu,もうひとつ・もひとつ,another,NA
T17,item_653,word,数量をあらわすことば,quantifiers,もっと,motto,もっと,more,NA
U1,item_654,word,接続語,connecting_words,そして,soshite,そして,and,NA
U2,item_655,word,接続語,connecting_words,だから,dakara,だから,so,NA
U3,item_656,word,接続語,connecting_words,だけど,dakedo,だけど,however,NA
U4,item_657,word,接続語,connecting_words,だって,datte,だって,because,NA
U5,item_658,word,接続語,connecting_words,でも,demo,でも,but,NA
U6,item_659,word,接続語,connecting_words,もしも,moshimo,もしも,if,NA
V1,item_660,word,幼児語（その２）,sounds2,エンエン（泣く）,enen,エンエン (泣く; なく),cry,NA
V2,item_661,word,幼児語（その２）,sounds2,おてて（お手々）,otete,おてて (お手々),hand,NA
V3,item_662,word,幼児語（その２）,sounds2,おんぶ,onbu,おんぶ,piggyback_ride,NA
V4,item_663,word,幼児語（その２）,sounds2,カーカー（カラス）,kaakaa,カーカー (カラス),caw_caw,NA
V5,item_664,word,幼児語（その２）,sounds2,きれいきれい,kireikirei,きれいきれい,clean_up,NA
V6,item_665,word,幼児語（その２）,sounds2,クック（靴）,kukku,クック (靴; くつ),shoes,NA
V7,item_666,word,幼児語（その２）,sounds2,ぐるぐる,guruguru,ぐるぐる,spin,NA
V8,item_667,word,幼児語（その２）,sounds2,ごっつん,gottsun,ごっつん,hit_head,NA
V9,item_668,word,幼児語（その２）,sounds2,ジャー（水などこぼす時）,jaa,ジャー (水などこぼす時),spill_water,NA
V10,item_669,word,幼児語（その２）,sounds2,ジージ・ジジ（祖父）,jiiji_jiji,ジージ・ジジ (祖父; そふ),grandfather,NA
V11,item_670,word,幼児語（その２）,sounds2,ジージ（字）,jiiji,ジージ (字; じ),writing,NA
V12,item_671,word,幼児語（その２）,sounds2,シーシ（おしっこ）,shiishi,シーシ (おしっこ),pee,NA
V13,item_672,word,幼児語（その２）,sounds2,タイタイ・おとと（魚）,taitai_ototo,タイタイ・おとと (魚; さかな),fish,NA
V14,item_673,word,幼児語（その２）,sounds2,だっこ,dakko,だっこ,hold_me,NA
V15,item_674,word,幼児語（その２）,sounds2,ちゃんこ（おすわり）,chanko,ちゃんこ (おすわり),sitting,NA
V16,item_675,word,幼児語（その２）,sounds2,チューチュー（ねずみ）,cyuucyuu,チューチュー (ねずみ),squeak,NA
V17,item_676,word,幼児語（その２）,sounds2,チュンチュン（鳥）,cyuncyun,チュンチュン (鳥; とり),little_bird,NA
V18,item_677,word,幼児語（その２）,sounds2,チョキチョキ（はさみ）,chokichoki,チョキチョキ (はさみ),scissors,NA
V19,item_678,word,幼児語（その２）,sounds2,ないない（片づけ）,nainai,ないない (片づけ; かたづけ),clean_up,NA
V20,item_679,word,幼児語（その２）,sounds2,ネンネ,nenne,ネンネ,sleep,NA
V21,item_680,word,幼児語（その２）,sounds2,バーバ・ババ（祖母）,baaba_baba,バーバ・ババ (祖母; そぼ),grandmother,NA
V22,item_681,word,幼児語（その２）,sounds2,パカパカ（馬）,pakapaka,パカパカ (馬; うま),horse,NA
V23,item_682,word,幼児語（その２）,sounds2,パクパク（食べる時）,pakupaku,パクパク (食べる時),eat,NA
V24,item_683,word,幼児語（その２）,sounds2,ぴよぴよ（ひよこ）,piyopiyo,ぴよぴよ (ひよこ),chirp,NA
V25,item_684,word,幼児語（その２）,sounds2,ブーブー（豚）,buubuu,ブーブー (豚; ぶた),oink,NA
V26,item_685,word,幼児語（その２）,sounds2,ブーン（飛行機）,buun,ブーン (飛行機; ひこうき),airplane,NA
V27,item_686,word,幼児語（その２）,sounds2,ポーン（投げる）,poon,ポーン (投げる; なげる),throw,NA
V28,item_687,word,幼児語（その２）,sounds2,ポンポン（おなか）,ponpon,ポンポン (おなか),stomach,NA
V29,item_688,word,幼児語（その２）,sounds2,マンマ（食べ物）,manma,マンマ (食べ物; たべもの),food,NA
W1,item_689,word,会話語,conversations,あっ,at,あっ,ah,NA
W2,item_690,word,会話語,conversations,あのね,anone,あのね,well,NA
W3,item_691,word,会話語,conversations,あれっ・あら,aret_ara,あれっ・あら,what?,NA
W4,item_692,word,会話語,conversations,いいよ,iiyo,いいよ,ok,NA
W5,item_693,word,会話語,conversations,いや,iya,いや,disagreeable,NA
W6,item_694,word,会話語,conversations,ううん（打ち消し）,uun,ううん (打ち消し),no,NA
W7,item_695,word,会話語,conversations,うん（返事として）,un,うん (返事として),yup,NA
W8,item_696,word,会話語,conversations,えっと・ええと,etto_eeto,えっと・ええと,um,NA
W9,item_697,word,会話語,conversations,そうそう,sousou,そうそう,oh_yeah,NA
W10,item_698,word,会話語,conversations,ねえ,nee,ねえ,hey,NA
W11,item_699,word,会話語,conversations,ほら,hora,ほら,you_see,NA
W12,item_700,word,会話語,conversations,もしもし,moshimoshi,もしもし,hello,NA
W13,item_701,word,会話語,conversations,やだ・いやだ,yada_iyada,やだ・いやだ,no,NA
W14,item_702,word,会話語,conversations,ん（間をとるのに）,n,ん (間をとるのに),hmm,NA
X1,item_703,word,その他,others,あった（見つけた時に）,atta,あった (見つけた時に),found_it,NA
X2,item_704,word,その他,others,おいで,oide,おいで,come_here,NA
X3,item_705,word,その他,others,カンパーイ（乾杯）,kanpaai,カンパーイ (乾杯; かんぱい),cheers,NA
X4,item_706,word,その他,others,こんど,kondo,今度 (こんど),next_time,NA
X5,item_707,word,その他,others,しまう,shimau,しまう,store,NA
X6,item_708,word,その他,others,また,mata,また,also,NA
X7,item_709,word,その他,others,もう,mou,もう,already,NA
X8,item_710,word,その他,others,よいしょ,yoisho,よいしょ,heave_ho,NA
X9,item_711,word,その他,others,よしよし,yoshiyoshi,よしよし,there_there,NA
